Age,BusinessTravel,DailyRate,Department,DistanceFromHome,JobLevel,HourlyRate,MonthlyRate,MonthlyIncome,JobRole,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,JobInvolvement,training,JobSatisfaction,PerformanceRating,MaritalStatus,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
31,Travel_Rarely,655,Research & Development,7,2,48,9528,5915,Laboratory Technician,4,Life Sciences,1,76,4,Male,3,3,4,4,Divorced,3,Y,No,22,4,80,1,10,2,7,7,1,7,No
37,Travel_Rarely,1115,Research & Development,1,2,51,2689,5993,Manufacturing Director,4,Life Sciences,1,77,1,Male,2,2,3,3,Divorced,1,Y,No,18,3,80,1,7,4,7,5,0,7,No
32,Travel_Rarely,427,Research & Development,1,2,33,10877,6162,Manufacturing Director,3,Medical,1,78,1,Male,3,3,4,4,Married,1,Y,Yes,22,2,80,1,9,3,9,8,7,8,No
38,Travel_Frequently,653,Research & Development,29,2,50,5456,2406,Laboratory Technician,5,Life Sciences,1,79,4,Female,3,2,4,3,Single,1,Y,No,11,4,80,0,10,3,10,3,9,9,No
50,Travel_Rarely,989,Research & Development,7,5,43,16701,18740,Research Director,2,Medical,1,80,2,Female,2,2,3,3,Divorced,5,Y,Yes,12,4,80,1,29,2,27,3,13,8,No
59,Travel_Rarely,1435,Sales,25,3,99,2354,7637,Sales Executive,3,Life Sciences,1,81,1,Female,3,3,1,3,Single,7,Y,No,11,4,80,0,28,2,21,16,7,9,No
36,Travel_Rarely,1223,Research & Development,8,3,59,8202,10096,Healthcare Representative,3,Technical Degree,1,83,3,Female,3,2,3,3,Divorced,1,Y,No,13,2,80,3,17,3,17,14,12,8,No
55,Travel_Rarely,836,Research & Development,8,4,33,19730,14756,Manager,3,Medical,1,84,4,Female,3,2,3,3,Divorced,2,Y,Yes,14,3,80,3,21,3,5,0,0,2,No
36,Travel_Frequently,1195,Research & Development,11,2,95,22656,6499,Manufacturing Director,3,Life Sciences,1,85,2,Male,2,3,2,3,Single,1,Y,No,13,3,80,0,6,3,6,5,0,3,No
45,Travel_Rarely,1339,Research & Development,7,3,59,18787,9724,Research Scientist,3,Life Sciences,1,86,2,Male,3,2,1,3,Divorced,2,Y,No,17,3,80,1,25,3,1,0,0,0,No
35,Travel_Frequently,664,Research & Development,1,1,79,5868,2194,Research Scientist,3,Medical,1,88,2,Male,3,2,1,3,Married,4,Y,No,13,4,80,1,5,2,3,2,1,2,No
36,Travel_Rarely,318,Research & Development,9,1,79,21777,3388,Research Scientist,3,Medical,1,90,4,Male,2,0,3,3,Married,0,Y,Yes,17,1,80,1,2,2,1,0,0,0,Yes
59,Travel_Frequently,1225,Sales,1,2,57,24668,5473,Sales Executive,1,Life Sciences,1,91,1,Female,2,2,3,3,Single,7,Y,No,11,4,80,0,20,2,4,3,1,3,No
29,Travel_Rarely,1328,Research & Development,2,1,76,4956,2703,Research Scientist,3,Life Sciences,1,94,3,Male,3,3,2,4,Married,0,Y,No,23,4,80,1,6,3,5,4,0,4,No
31,Travel_Rarely,1082,Research & Development,1,1,87,18775,2501,Research Scientist,4,Medical,1,95,3,Male,3,4,2,3,Single,1,Y,No,17,2,80,0,1,3,1,1,1,0,No
32,Travel_Rarely,548,Research & Development,1,2,66,7346,6220,Research Scientist,3,Life Sciences,1,96,2,Male,3,3,2,3,Married,1,Y,No,17,2,80,2,10,3,10,4,0,9,No
36,Travel_Rarely,132,Research & Development,6,1,55,22002,3038,Laboratory Technician,3,Life Sciences,1,97,2,Female,4,3,4,3,Married,3,Y,No,12,2,80,0,5,3,1,0,0,0,No
31,Travel_Rarely,746,Research & Development,8,2,61,20682,4424,Manufacturing Director,4,Life Sciences,1,98,3,Female,3,2,4,4,Single,1,Y,No,23,4,80,0,11,3,11,7,1,8,No
35,Travel_Rarely,776,Sales,1,2,32,23016,4312,Sales Executive,4,Marketing,1,100,3,Male,2,2,1,3,Single,0,Y,No,14,2,80,0,16,3,15,13,2,8,No
45,Travel_Rarely,193,Research & Development,6,3,52,15067,13245,Research Director,4,Other,1,101,4,Male,3,3,1,3,Married,4,Y,Yes,14,2,80,0,17,4,0,0,0,0,No
37,Travel_Rarely,397,Research & Development,7,3,30,25258,13664,Research Director,4,Medical,1,102,1,Male,3,3,3,3,Single,4,Y,No,13,1,80,0,16,4,5,2,0,2,No
46,Travel_Rarely,945,Human Resources,5,2,80,10425,5021,Human Resources,2,Medical,1,103,2,Male,3,2,2,4,Divorced,8,Y,Yes,22,4,80,1,16,3,4,2,0,2,No
30,Travel_Rarely,852,Research & Development,1,2,55,15998,5126,Laboratory Technician,1,Life Sciences,1,104,4,Male,2,1,4,3,Married,1,Y,Yes,12,3,80,2,10,2,10,8,3,0,No
35,Travel_Rarely,1214,Research & Development,1,1,30,26278,2859,Research Scientist,3,Medical,1,105,2,Male,2,3,3,3,Single,1,Y,No,18,1,80,0,6,3,6,4,0,4,No
55,Travel_Rarely,111,Sales,1,3,70,18092,10239,Sales Executive,2,Life Sciences,1,106,1,Male,3,4,4,3,Married,3,Y,No,14,4,80,1,24,3,1,0,1,0,No
38,Non-Travel,573,Research & Development,6,2,79,15717,5329,Research Scientist,3,Medical,1,107,2,Female,1,3,4,3,Divorced,7,Y,Yes,12,4,80,3,17,3,13,11,1,9,No
34,Travel_Rarely,1153,Research & Development,1,2,94,17736,4325,Manufacturing Director,2,Medical,1,110,1,Male,3,2,2,3,Married,1,Y,No,15,3,80,0,5,3,5,2,1,3,No
56,Travel_Rarely,1400,Research & Development,7,3,49,21698,7260,Manufacturing Director,3,Life Sciences,1,112,4,Male,1,3,4,3,Single,4,Y,No,11,1,80,0,37,2,6,4,0,2,No
23,Travel_Rarely,541,Sales,2,1,62,9518,2322,Sales Representative,1,Technical Degree,1,113,3,Male,3,3,1,3,Divorced,3,Y,No,13,3,80,1,3,3,0,0,0,0,No
51,Travel_Rarely,432,Research & Development,9,1,96,18725,2075,Laboratory Technician,4,Life Sciences,1,116,4,Male,3,4,4,4,Married,3,Y,No,23,2,80,2,10,3,4,2,0,3,No
30,Travel_Rarely,288,Research & Development,2,2,99,15830,4152,Healthcare Representative,3,Life Sciences,1,117,3,Male,2,3,4,3,Married,1,Y,No,19,1,80,3,11,3,11,10,10,8,No
46,Travel_Rarely,669,Sales,9,3,64,13596,9619,Sales Executive,2,Medical,1,118,3,Male,2,3,4,3,Single,1,Y,No,16,4,80,0,9,3,9,8,4,7,Yes
40,Travel_Frequently,530,Research & Development,1,4,78,14115,13503,Healthcare Representative,4,Life Sciences,1,119,3,Male,2,3,2,4,Married,1,Y,No,22,4,80,1,22,2,22,3,11,11,No
51,Travel_Rarely,632,Sales,21,2,71,8423,5441,Sales Executive,4,Marketing,1,120,3,Male,3,2,4,4,Single,0,Y,Yes,22,4,80,0,11,1,10,7,1,0,No
30,Travel_Rarely,1334,Sales,4,2,63,19760,5209,Sales Executive,2,Medical,1,121,3,Female,2,4,2,3,Divorced,1,Y,Yes,12,2,80,3,11,2,11,8,2,7,No
46,Travel_Frequently,638,Research & Development,1,3,40,3142,10673,Healthcare Representative,3,Medical,1,124,3,Male,2,5,1,3,Married,2,Y,Yes,13,3,80,1,21,2,10,9,9,5,No
32,Travel_Rarely,1093,Sales,6,2,87,24301,5010,Sales Executive,4,Medical,1,125,2,Male,3,0,3,3,Single,1,Y,No,16,1,80,0,12,3,11,8,5,7,No
54,Travel_Rarely,1217,Research & Development,2,3,60,24001,13549,Research Director,4,Technical Degree,1,126,1,Female,3,5,3,3,Married,9,Y,No,12,1,80,1,16,1,4,3,0,3,No
24,Travel_Rarely,1353,Sales,3,2,33,17519,4999,Sales Executive,2,Other,1,128,1,Female,3,2,3,4,Married,0,Y,No,21,1,80,1,4,2,3,2,0,2,No
28,Non-Travel,120,Sales,4,2,43,8863,4221,Sales Executive,3,Medical,1,129,2,Male,3,3,3,3,Married,1,Y,No,15,2,80,0,5,4,5,4,0,4,No
58,Travel_Rarely,682,Sales,10,4,37,24409,13872,Sales Executive,4,Medical,1,131,4,Male,3,1,3,3,Single,0,Y,No,13,3,80,0,38,2,37,10,1,8,No
44,Non-Travel,489,Research & Development,23,2,67,25043,2042,Laboratory Technician,3,Medical,1,132,2,Male,3,3,2,3,Married,4,Y,No,12,3,80,1,17,4,3,2,1,2,No
37,Travel_Rarely,807,Human Resources,6,1,63,23648,2073,Human Resources,4,Human Resources,1,133,3,Male,3,3,1,4,Divorced,4,Y,Yes,22,4,80,0,7,3,3,2,0,2,Yes
32,Travel_Rarely,827,Research & Development,1,1,71,15178,2956,Research Scientist,1,Life Sciences,1,134,4,Male,3,2,1,3,Single,1,Y,No,13,4,80,0,1,3,1,0,0,0,No
20,Travel_Frequently,871,Research & Development,6,1,66,19783,2926,Laboratory Technician,3,Life Sciences,1,137,4,Female,2,5,4,3,Single,1,Y,Yes,18,2,80,0,1,3,1,0,1,0,Yes
34,Travel_Rarely,665,Research & Development,6,2,41,12482,4809,Research Scientist,4,Other,1,138,1,Female,3,3,3,3,Single,1,Y,No,14,3,80,0,16,3,16,13,2,10,No
37,Non-Travel,1040,Research & Development,2,2,100,15850,5163,Healthcare Representative,2,Life Sciences,1,139,3,Male,2,2,4,3,Divorced,5,Y,No,14,4,80,1,17,4,1,0,0,0,No
59,Non-Travel,1420,Human Resources,2,5,32,21922,18844,Manager,4,Human Resources,1,140,3,Female,2,3,4,4,Married,9,Y,No,21,4,80,1,30,3,3,2,2,2,No
50,Travel_Frequently,1115,Research & Development,1,5,73,9755,18172,Research Director,3,Life Sciences,1,141,1,Female,3,1,2,3,Married,3,Y,Yes,19,1,80,0,28,2,8,3,0,7,No
25,Travel_Rarely,240,Sales,5,2,46,26959,5744,Sales Executive,3,Marketing,1,142,3,Male,2,1,3,3,Single,1,Y,Yes,11,4,80,0,6,3,6,4,0,3,Yes
25,Travel_Rarely,1280,Research & Development,7,1,64,26897,2889,Research Scientist,1,Medical,1,143,4,Male,2,2,4,3,Married,1,Y,No,11,3,80,2,2,3,2,2,2,1,No
22,Travel_Rarely,534,Research & Development,15,1,59,23785,2871,Laboratory Technician,3,Medical,1,144,2,Female,3,5,4,3,Single,1,Y,No,15,3,80,0,1,3,0,0,0,0,No
51,Travel_Frequently,1456,Research & Development,1,3,30,25796,7484,Healthcare Representative,4,Medical,1,145,1,Female,2,1,1,4,Single,3,Y,No,20,3,80,0,23,2,13,12,12,8,No
34,Travel_Frequently,658,Research & Development,7,2,66,22887,6074,Laboratory Technician,3,Life Sciences,1,147,1,Male,1,3,3,4,Single,1,Y,Yes,24,4,80,0,9,3,9,7,0,6,Yes
54,Non-Travel,142,Human Resources,26,4,30,13871,17328,Manager,3,Human Resources,1,148,4,Female,4,3,4,3,Single,2,Y,Yes,12,3,80,0,23,3,5,3,4,4,No
24,Travel_Rarely,1127,Research & Development,18,1,52,13257,2774,Laboratory Technician,1,Life Sciences,1,150,2,Male,3,2,3,3,Married,0,Y,No,12,3,80,1,6,3,5,3,1,2,No
34,Travel_Rarely,1031,Research & Development,6,2,45,15000,4505,Research Scientist,4,Life Sciences,1,151,3,Female,2,3,2,3,Divorced,6,Y,No,15,3,80,1,12,3,1,0,0,0,No
37,Travel_Rarely,1189,Sales,3,3,87,14506,7428,Sales Executive,3,Life Sciences,1,152,3,Male,3,3,4,3,Single,2,Y,No,12,1,80,0,12,3,5,3,1,3,No
34,Travel_Rarely,1354,Research & Development,5,3,45,5615,11631,Manager,3,Medical,1,153,3,Female,2,6,1,3,Single,2,Y,No,12,4,80,0,14,3,11,10,5,8,No
36,Travel_Frequently,1467,Sales,11,3,92,22952,9738,Sales Executive,2,Technical Degree,1,154,2,Female,3,6,4,3,Married,0,Y,No,14,3,80,1,10,3,9,7,2,8,No
36,Travel_Rarely,922,Research & Development,3,1,39,2561,2835,Laboratory Technician,2,Life Sciences,1,155,1,Female,3,2,4,4,Divorced,5,Y,No,22,1,80,1,7,3,1,0,0,0,No
43,Travel_Frequently,394,Sales,26,4,92,19494,16959,Manager,2,Life Sciences,1,158,3,Male,3,3,4,3,Married,1,Y,Yes,12,4,80,2,25,4,25,12,4,12,No
30,Travel_Frequently,1312,Research & Development,23,1,96,22310,2613,Research Scientist,3,Life Sciences,1,159,1,Male,1,2,3,4,Divorced,1,Y,No,25,3,80,3,10,2,10,7,0,9,No
33,Non-Travel,750,Sales,22,2,95,15480,6146,Sales Executive,2,Marketing,1,160,3,Male,3,2,2,3,Married,0,Y,No,13,1,80,1,8,4,7,7,0,7,No
56,Travel_Rarely,441,Research & Development,14,1,72,4510,4963,Research Scientist,4,Life Sciences,1,161,2,Female,3,2,2,3,Married,9,Y,Yes,18,1,80,3,7,3,5,4,4,3,Yes
51,Travel_Rarely,684,Research & Development,6,5,51,6462,19537,Research Director,3,Life Sciences,1,162,1,Male,3,5,3,3,Single,7,Y,No,13,3,80,0,23,3,20,18,15,15,No
31,Travel_Rarely,249,Sales,6,2,76,20739,6172,Sales Executive,4,Life Sciences,1,163,2,Male,1,3,3,3,Married,4,Y,Yes,18,2,80,0,12,2,7,7,7,7,Yes
26,Travel_Rarely,841,Research & Development,6,1,46,23300,2368,Research Scientist,3,Other,1,164,3,Female,2,3,2,3,Married,1,Y,No,19,3,80,0,5,2,5,4,4,3,No
58,Travel_Rarely,147,Research & Development,23,3,94,3465,10312,Healthcare Representative,4,Medical,1,165,4,Female,3,3,4,3,Married,1,Y,No,12,4,80,1,40,2,40,10,15,6,Yes
19,Travel_Rarely,528,Sales,22,1,50,26820,1675,Sales Representative,1,Marketing,1,167,4,Male,3,2,3,3,Single,1,Y,Yes,19,4,80,0,0,2,0,0,0,0,Yes
22,Travel_Rarely,594,Research & Development,2,1,100,19299,2523,Laboratory Technician,1,Technical Degree,1,169,3,Male,3,2,4,3,Married,0,Y,No,14,3,80,1,3,3,2,1,2,1,No
49,Travel_Rarely,470,Research & Development,20,2,96,5549,6567,Manufacturing Director,4,Medical,1,170,3,Female,3,2,1,3,Married,1,Y,No,14,3,80,0,16,2,15,11,5,11,No
43,Travel_Frequently,957,Research & Development,28,1,72,16090,4739,Research Scientist,3,Medical,1,171,2,Female,4,2,3,3,Single,4,Y,No,12,4,80,0,18,3,3,2,1,2,No
50,Travel_Frequently,809,Sales,12,3,77,6645,9208,Sales Executive,3,Marketing,1,174,3,Female,3,3,4,3,Single,4,Y,No,11,4,80,0,16,3,2,2,2,1,No
31,Travel_Rarely,542,Sales,20,2,71,24788,4559,Sales Executive,3,Life Sciences,1,175,2,Female,1,2,3,3,Married,3,Y,Yes,11,3,80,1,4,3,2,2,2,2,Yes
41,Travel_Rarely,802,Sales,9,3,96,21196,8189,Sales Executive,1,Life Sciences,1,176,3,Male,3,2,3,3,Divorced,3,Y,Yes,13,3,80,1,12,3,9,7,0,7,No
26,Travel_Rarely,1355,Human Resources,25,1,61,8916,2942,Human Resources,1,Life Sciences,1,177,3,Female,3,3,3,4,Married,1,Y,No,23,4,80,1,8,3,8,7,5,7,No
36,Travel_Rarely,216,Research & Development,6,2,84,2819,4941,Manufacturing Director,2,Medical,1,178,2,Male,3,0,2,4,Divorced,6,Y,No,20,4,80,2,7,3,3,2,0,1,No
51,Travel_Frequently,1150,Research & Development,8,3,53,25150,10650,Manufacturing Director,4,Life Sciences,1,179,1,Male,1,2,4,3,Single,2,Y,No,15,4,80,0,18,3,4,2,0,3,Yes
39,Travel_Rarely,1329,Sales,4,2,47,14590,5902,Sales Executive,4,Life Sciences,1,182,4,Female,2,1,3,3,Married,4,Y,No,14,3,80,1,17,4,15,11,5,9,No
25,Travel_Rarely,959,Sales,28,2,41,24835,8639,Sales Executive,3,Life Sciences,1,183,1,Male,2,3,3,3,Married,2,Y,No,18,4,80,0,6,3,2,2,2,2,No
30,Travel_Rarely,1240,Human Resources,9,2,48,13982,6347,Human Resources,3,Human Resources,1,184,3,Male,3,2,4,3,Married,0,Y,Yes,19,4,80,0,12,1,11,9,4,7,No
32,Travel_Rarely,1033,Research & Development,9,1,41,10224,4200,Laboratory Technician,3,Medical,1,190,1,Female,3,2,1,4,Single,7,Y,No,22,1,80,0,10,4,5,4,0,4,Yes
45,Travel_Rarely,1316,Research & Development,29,1,83,9752,3452,Research Scientist,3,Medical,1,192,3,Male,3,2,4,3,Single,5,Y,No,13,2,80,0,9,2,6,5,0,3,No
38,Travel_Rarely,364,Research & Development,3,2,32,2302,4317,Research Scientist,5,Technical Degree,1,193,4,Female,3,2,3,4,Single,3,Y,Yes,20,2,80,0,19,3,3,2,2,2,No
30,Travel_Rarely,438,Research & Development,18,1,75,23910,2632,Research Scientist,3,Life Sciences,1,194,1,Female,3,4,3,3,Single,1,Y,No,14,3,80,0,5,2,5,4,0,4,No
32,Travel_Frequently,689,Sales,9,2,35,22812,4668,Sales Executive,2,Medical,1,195,4,Male,1,2,4,3,Divorced,0,Y,No,17,4,80,3,9,4,8,7,0,7,No
30,Travel_Rarely,201,Research & Development,5,1,84,10415,3204,Research Scientist,3,Technical Degree,1,197,4,Female,3,3,1,3,Divorced,5,Y,No,14,4,80,1,8,3,3,2,2,2,No
30,Travel_Rarely,1427,Research & Development,2,1,35,11162,2720,Laboratory Technician,1,Medical,1,198,2,Male,2,3,4,3,Single,0,Y,No,13,4,80,0,6,3,5,3,1,2,No
41,Travel_Frequently,857,Research & Development,10,4,91,12888,17181,Manager,3,Life Sciences,1,199,4,Male,2,2,1,3,Divorced,4,Y,No,13,2,80,1,21,2,7,6,7,7,No
41,Travel_Rarely,933,Research & Development,9,1,94,6961,2238,Laboratory Technician,4,Life Sciences,1,200,3,Male,3,2,1,4,Married,2,Y,No,21,4,80,1,7,3,5,0,1,4,No
19,Travel_Rarely,1181,Research & Development,3,1,79,16102,1483,Laboratory Technician,1,Medical,1,201,2,Female,3,3,2,3,Single,1,Y,No,14,4,80,0,1,3,1,0,0,0,No
40,Travel_Frequently,1395,Research & Development,26,2,54,8504,5605,Research Scientist,3,Medical,1,202,2,Female,3,2,2,3,Divorced,1,Y,No,11,1,80,1,20,3,20,7,2,13,No
35,Travel_Rarely,662,Sales,1,3,94,11439,7295,Sales Executive,5,Marketing,1,204,3,Male,3,3,2,3,Married,1,Y,No,13,1,80,2,10,3,10,8,0,6,No
53,Travel_Rarely,1436,Sales,6,2,34,16047,2306,Sales Representative,2,Marketing,1,205,2,Male,3,3,3,4,Married,2,Y,Yes,20,4,80,1,13,1,7,7,4,5,No
45,Travel_Rarely,194,Research & Development,9,2,60,10901,2348,Laboratory Technician,3,Life Sciences,1,206,2,Male,3,2,2,3,Divorced,8,Y,No,18,3,80,1,20,1,17,9,0,15,No
32,Travel_Frequently,967,Sales,8,3,43,15589,8998,Sales Executive,3,Marketing,1,207,2,Female,3,2,4,3,Single,1,Y,No,14,4,80,0,9,3,9,8,3,7,No
29,Non-Travel,1496,Research & Development,1,2,41,26283,4319,Manufacturing Director,1,Technical Degree,1,208,4,Male,3,1,3,3,Married,1,Y,No,13,1,80,1,10,3,10,7,0,9,No
51,Travel_Rarely,1169,Research & Development,7,2,34,13983,6132,Manufacturing Director,4,Medical,1,211,2,Male,2,2,3,3,Married,2,Y,No,17,3,80,0,10,3,1,0,0,0,No
58,Travel_Rarely,1145,Research & Development,9,1,75,11873,3346,Research Scientist,3,Medical,1,214,2,Female,2,3,2,4,Married,4,Y,Yes,20,2,80,1,9,2,1,0,0,0,No
40,Travel_Rarely,630,Sales,4,3,67,8552,10855,Sales Executive,4,Marketing,1,215,3,Male,2,2,4,3,Married,7,Y,No,11,1,80,1,15,2,12,11,2,11,No
34,Travel_Frequently,303,Sales,2,1,75,11314,2231,Sales Representative,4,Marketing,1,216,3,Female,3,3,3,3,Married,6,Y,No,18,4,80,1,6,3,4,3,1,2,No
22,Travel_Rarely,1256,Research & Development,19,1,80,11992,2323,Research Scientist,1,Medical,1,217,3,Male,3,6,4,4,Married,1,Y,No,24,1,80,2,2,3,2,2,2,2,No
27,Non-Travel,691,Research & Development,9,1,57,5970,2024,Research Scientist,3,Medical,1,218,4,Male,3,1,2,3,Divorced,6,Y,No,18,4,80,1,6,1,2,2,2,2,No
28,Travel_Rarely,440,Research & Development,21,1,42,6672,2713,Research Scientist,3,Medical,1,221,3,Male,3,2,4,3,Married,1,Y,No,11,3,80,1,5,1,5,2,0,2,No
57,Travel_Rarely,334,Research & Development,24,3,83,23402,9439,Healthcare Representative,2,Life Sciences,1,223,3,Male,4,2,4,3,Divorced,3,Y,Yes,16,2,80,1,12,1,5,3,1,4,No
27,Non-Travel,1450,Research & Development,3,1,79,25326,2566,Research Scientist,3,Medical,1,224,3,Male,2,2,3,3,Divorced,1,Y,Yes,15,4,80,1,1,2,1,1,0,1,No
50,Travel_Rarely,1452,Research & Development,11,5,53,17053,19926,Manager,3,Life Sciences,1,226,3,Female,3,5,2,3,Single,3,Y,No,15,2,80,0,21,3,5,4,4,4,No
41,Travel_Rarely,465,Research & Development,14,1,56,4609,2451,Research Scientist,3,Life Sciences,1,227,1,Male,3,2,3,3,Divorced,4,Y,No,12,1,80,1,13,3,9,8,1,8,No
30,Travel_Rarely,1339,Sales,5,3,41,8053,9419,Sales Executive,3,Life Sciences,1,228,2,Female,3,2,4,3,Married,2,Y,No,12,3,80,1,12,3,10,9,7,4,No
38,Travel_Rarely,702,Sales,1,2,59,12930,8686,Sales Executive,4,Life Sciences,1,230,1,Female,2,2,4,4,Single,4,Y,No,22,3,80,0,12,4,8,3,0,7,No
32,Travel_Rarely,120,Research & Development,6,1,43,12430,3038,Research Scientist,5,Life Sciences,1,231,3,Male,3,2,3,4,Single,3,Y,No,20,1,80,0,8,3,5,4,1,4,No
27,Travel_Rarely,1157,Research & Development,17,1,51,13364,3058,Research Scientist,3,Technical Degree,1,233,3,Male,3,3,2,3,Married,0,Y,Yes,16,4,80,1,6,2,5,2,1,1,No
19,Travel_Frequently,602,Sales,1,1,100,20989,2325,Sales Representative,1,Technical Degree,1,235,3,Female,1,5,1,4,Single,0,Y,No,21,1,80,0,1,4,0,0,0,0,Yes
36,Travel_Frequently,1480,Research & Development,3,1,30,15062,2088,Laboratory Technician,2,Medical,1,238,4,Male,3,3,2,3,Single,4,Y,No,12,3,80,0,13,2,8,7,7,2,No
30,Non-Travel,111,Research & Development,9,2,66,11012,3072,Laboratory Technician,3,Medical,1,239,3,Male,3,4,1,3,Divorced,1,Y,No,11,3,80,2,12,3,12,9,6,10,No
45,Travel_Rarely,1268,Sales,4,2,30,6319,5006,Sales Executive,2,Life Sciences,1,240,3,Female,3,3,1,3,Divorced,4,Y,Yes,11,1,80,1,9,4,5,4,0,3,No
56,Travel_Rarely,713,Research & Development,8,1,67,13939,4257,Research Scientist,3,Life Sciences,1,241,3,Female,3,3,1,3,Divorced,4,Y,Yes,18,3,80,1,19,3,2,2,2,2,No
33,Travel_Rarely,134,Research & Development,2,1,90,10515,2500,Research Scientist,3,Life Sciences,1,242,3,Male,3,2,4,3,Single,0,Y,No,14,1,80,0,4,4,3,1,0,2,No
19,Travel_Rarely,303,Research & Development,2,1,47,9241,1102,Laboratory Technician,3,Life Sciences,1,243,2,Male,2,3,4,4,Single,1,Y,No,22,3,80,0,1,2,1,0,1,0,Yes
46,Travel_Rarely,526,Sales,1,3,92,2137,10453,Sales Executive,2,Marketing,1,244,2,Female,3,2,1,4,Divorced,1,Y,No,25,3,80,3,24,3,24,13,15,7,No
38,Travel_Rarely,1380,Research & Development,9,1,75,6319,2288,Laboratory Technician,2,Life Sciences,1,245,3,Female,3,3,4,3,Single,1,Y,No,12,3,80,0,2,3,2,2,2,1,No
31,Travel_Rarely,140,Research & Development,12,1,95,6984,3929,Research Scientist,1,Medical,1,246,3,Female,3,0,4,4,Married,8,Y,Yes,23,3,80,1,7,3,4,2,0,2,No
34,Travel_Rarely,629,Research & Development,27,1,95,5711,2311,Research Scientist,2,Medical,1,247,4,Female,3,3,2,3,Single,2,Y,No,15,4,80,0,9,3,3,2,1,2,No
41,Travel_Rarely,1356,Sales,20,1,70,21728,3140,Sales Representative,2,Marketing,1,248,2,Female,3,5,2,4,Single,1,Y,Yes,22,4,80,0,4,2,4,3,0,2,Yes
50,Travel_Rarely,328,Research & Development,1,1,86,3425,3690,Laboratory Technician,3,Medical,1,249,3,Male,2,2,3,3,Married,2,Y,No,15,4,80,1,5,2,3,2,0,2,No
53,Travel_Rarely,1084,Research & Development,13,2,57,26250,4450,Manufacturing Director,2,Medical,1,250,4,Female,4,3,1,3,Divorced,1,Y,No,11,3,80,2,5,3,4,2,1,3,No
33,Travel_Rarely,931,Research & Development,14,1,72,4673,2756,Research Scientist,3,Medical,1,252,4,Female,3,5,2,3,Married,1,Y,No,13,4,80,1,8,3,8,7,1,6,No
40,Travel_Rarely,989,Research & Development,4,5,46,6499,19033,Manager,1,Medical,1,253,4,Female,3,2,3,3,Married,1,Y,No,14,2,80,1,21,3,20,8,9,9,No
55,Travel_Rarely,692,Research & Development,14,5,61,13339,18722,Research Director,4,Medical,1,254,3,Male,4,3,2,3,Single,8,Y,No,11,4,80,0,36,3,24,15,2,15,No
34,Travel_Frequently,1069,Research & Development,2,2,45,14074,9547,Manufacturing Director,1,Life Sciences,1,256,4,Male,2,2,3,3,Married,1,Y,No,17,3,80,0,10,2,10,9,1,9,No
51,Travel_Rarely,313,Research & Development,3,4,98,7192,13734,Healthcare Representative,3,Medical,1,258,4,Female,3,6,2,3,Single,3,Y,No,18,3,80,0,21,3,7,7,1,0,No
52,Travel_Rarely,699,Research & Development,1,5,65,5678,19999,Manager,4,Life Sciences,1,259,3,Male,2,5,3,3,Married,0,Y,No,14,1,80,1,34,3,33,18,11,9,No
27,Travel_Rarely,894,Research & Development,9,1,99,11781,2279,Research Scientist,3,Medical,1,260,4,Female,3,2,2,3,Single,1,Y,No,16,4,80,0,7,2,7,7,0,3,No
35,Travel_Rarely,556,Research & Development,23,2,50,15497,5916,Manufacturing Director,2,Life Sciences,1,261,2,Male,2,1,3,3,Married,3,Y,Yes,13,1,80,0,8,3,1,0,0,1,Yes
43,Non-Travel,1344,Research & Development,7,1,37,5228,2089,Research Scientist,3,Medical,1,262,4,Male,4,3,4,3,Divorced,4,Y,No,14,4,80,3,7,4,5,4,2,2,No
45,Non-Travel,1195,Research & Development,2,4,65,20462,16792,Manager,2,Medical,1,264,1,Male,2,1,4,4,Married,9,Y,No,23,4,80,1,22,3,20,8,11,8,No
37,Travel_Rarely,290,Research & Development,21,1,65,22977,3564,Research Scientist,3,Life Sciences,1,267,2,Male,4,3,1,3,Married,1,Y,Yes,12,1,80,1,8,2,8,7,1,7,No
35,Travel_Frequently,138,Research & Development,2,2,37,15986,4425,Laboratory Technician,3,Medical,1,269,2,Female,3,5,2,3,Single,5,Y,No,11,4,80,0,10,3,6,2,1,2,No
42,Non-Travel,926,Research & Development,21,2,36,16439,5265,Manufacturing Director,2,Medical,1,270,3,Female,3,5,3,3,Divorced,2,Y,No,16,2,80,1,11,3,5,3,0,2,No
38,Travel_Rarely,1261,Research & Development,2,2,88,7259,6553,Manufacturing Director,4,Life Sciences,1,271,4,Male,3,3,3,3,Married,9,Y,No,14,2,80,0,14,3,1,0,0,0,No
38,Travel_Rarely,1084,Research & Development,29,2,54,4185,6261,Manufacturing Director,3,Technical Degree,1,273,4,Male,3,3,4,3,Married,3,Y,No,18,1,80,1,9,1,7,7,1,7,No
27,Travel_Frequently,472,Research & Development,1,2,60,9679,4298,Manufacturing Director,1,Technical Degree,1,274,3,Male,2,1,1,3,Married,5,Y,No,19,3,80,1,6,3,2,2,2,0,No
